,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,overall_score
463,16,1,1,5,3.6,98.7,0,1,1,1,61.9
464,14,0,0,2,4.2,56.3,0,3,0,5,62.3
465,19,1,0,2,5.1,92.7,0,3,1,4,71.9
466,14,1,0,4,5.4,98.9,0,3,1,2,79.9
467,17,0,1,4,6.7,78.6,0,2,1,2,91.4
468,15,0,1,4,2.6,53.0,0,1,1,5,36.9
469,19,2,0,5,1.3,96.1,0,1,1,3,51.0
470,18,1,0,5,1.9,71.8,0,3,0,4,34.3
471,18,1,1,1,7.5,58.6,0,3,1,4,75.0
472,16,1,1,3,4.6,94.6,0,3,0,0,82.8
473,16,2,1,2,2.1,71.3,0,0,0,3,36.4
474,17,0,0,2,6.4,75.0,0,2,0,2,76.2
475,18,1,1,3,4.9,78.6,0,2,0,1,77.4
476,19,0,0,4,3.3,95.3,0,0,1,3,66.0
477,14,0,1,3,0.6,75.2,1,2,1,3,30.2
478,17,0,0,1,6.4,94.4,0,3,1,2,83.8
479,14,1,0,2,5.9,58.5,0,1,1,0,65.9
480,15,1,1,0,2.5,80.8,0,3,0,4,48.8
481,18,1,1,1,2.5,76.3,1,1,0,5,46.8
482,15,2,1,5,2.5,66.3,0,3,0,3,45.8
483,18,1,1,4,5.5,60.6,1,3,0,3,66.2
484,16,1,0,3,2.7,53.5,0,3,1,1,48.6
485,15,2,0,5,2.8,63.1,1,0,0,5,54.4
486,16,1,0,2,3.3,84.0,1,1,0,0,60.6
487,17,2,1,0,7.9,63.9,0,3,0,2,79.3
488,18,0,0,0,4.0,86.4,0,3,0,1,68.2
489,17,2,1,5,3.3,93.8,0,2,1,3,61.1
490,19,2,0,1,4.0,84.7,0,1,0,5,60.0
491,19,1,1,1,5.9,90.3,0,2,0,1,83.4
492,18,0,0,4,7.1,78.7,0,1,1,5,98.2
493,17,1,1,4,7.9,97.3,1,1,1,1,98.2
494,15,2,1,0,4.1,88.1,0,0,1,4,60.2
495,16,1,0,1,4.0,66.1,1,1,1,5,50.7
496,14,0,0,3,3.0,86.2,0,1,0,4,54.9
497,16,0,1,4,6.3,83.6,0,2,1,0,85.3
498,19,1,1,5,5.4,87.6,0,3,0,0,70.8
499,16,2,0,2,3.2,66.0,0,1,0,4,57.1
500,14,1,0,4,4.4,75.5,0,3,1,1,74.2
501,17,2,1,5,2.0,94.0,0,0,0,2,63.4
502,19,2,1,2,5.7,98.8,0,3,0,0,86.1
503,19,0,0,0,2.4,68.0,0,0,0,1,38.4
504,15,0,1,0,3.1,74.3,0,2,1,5,61.2
505,16,2,1,2,1.0,66.5,0,3,0,2,42.0
506,17,1,1,5,2.1,85.9,0,3,1,4,46.9
507,15,2,0,4,2.0,51.9,1,3,0,2,38.5
508,15,2,1,2,6.0,97.7,0,0,0,4,83.3
509,15,1,0,2,5.7,77.5,0,3,1,5,80.3
510,19,0,0,2,4.5,63.5,0,0,0,2,66.6
511,18,2,0,1,3.4,51.9,0,0,0,3,44.8
512,19,1,0,2,7.2,78.0,0,2,0,4,79.2
513,18,0,1,4,7.1,79.3,0,2,0,2,86.5
514,19,1,0,0,5.0,84.8,0,0,1,1,68.3
515,14,0,0,5,5.4,76.3,0,3,0,0,72.1
516,19,0,0,0,6.5,75.8,0,3,0,1,92.0
517,14,1,0,1,5.9,65.2,0,3,0,5,63.9
518,16,1,1,0,2.2,59.7,0,2,1,4,38.1
519,17,1,0,4,4.3,62.6,0,2,0,1,59.4
520,16,2,0,2,1.6,68.7,0,2,1,2,39.9
521,14,1,0,0,6.6,88.7,1,3,0,1,82.5
522,15,2,0,3,5.4,55.9,1,3,1,5,71.0
523,18,2,1,5,7.8,82.2,0,3,1,5,91.1
524,15,2,0,4,1.5,51.9,0,2,0,1,26.1
525,15,0,0,0,4.3,52.2,0,3,1,5,62.4
526,19,2,1,3,5.9,63.7,0,2,0,2,78.7
527,14,0,0,4,7.0,67.9,0,3,0,0,84.5
528,19,1,0,4,6.9,59.5,0,3,0,4,73.5
529,19,1,0,4,2.0,94.3,0,2,1,2,62.6
530,17,0,0,1,7.9,65.2,1,2,1,3,84.9
531,14,0,0,1,7.9,73.4,0,2,1,2,92.2
532,14,2,0,5,7.8,99.7,0,1,0,3,100.0
533,15,2,0,0,5.1,62.7,0,0,1,0,71.1
534,17,0,0,2,6.7,80.9,0,1,1,2,85.6
535,14,1,0,5,1.1,87.3,0,0,1,4,42.8
536,16,0,1,4,2.4,63.6,0,3,1,4,40.5
537,14,2,0,4,1.2,52.9,0,3,1,2,36.6
538,17,2,0,3,4.3,89.6,0,3,0,5,79.2
539,14,2,0,0,7.7,64.5,0,1,0,1,94.6
540,18,1,1,5,5.4,66.1,0,1,1,4,68.7
541,14,0,0,2,4.0,70.7,0,1,1,5,69.6
542,15,0,0,5,6.4,52.0,0,3,0,4,62.3
543,15,0,1,3,4.6,92.6,0,3,1,1,70.2
544,18,2,0,5,3.9,93.2,0,3,0,2,74.3
545,14,0,0,2,5.2,93.6,0,3,1,1,88.2
546,16,2,0,4,4.3,59.1,1,3,0,0,67.4
547,17,2,1,3,5.3,98.8,0,1,1,1,82.1
548,17,0,1,5,6.5,83.1,1,2,1,0,94.3
549,18,2,1,1,4.0,79.6,0,1,0,2,65.9
550,18,2,1,5,3.6,86.1,0,3,1,3,68.0
551,16,1,1,4,4.7,87.8,0,1,0,5,73.7
552,18,1,0,3,7.3,70.8,0,0,0,4,82.5
553,15,0,0,0,3.7,79.2,0,0,1,2,54.9
554,19,1,0,3,6.9,79.3,0,2,1,4,89.8
555,17,2,1,1,5.1,50.4,0,3,1,5,68.3
556,18,1,1,3,0.6,50.5,0,1,0,1,27.3
557,19,0,1,2,4.1,73.5,0,3,1,5,63.8
558,18,1,1,1,2.1,77.9,0,0,1,5,46.5
559,19,2,1,0,1.6,85.4,0,0,1,4,44.4
560,17,0,1,3,2.3,87.6,0,3,1,2,62.0
561,14,2,1,2,5.8,79.3,0,2,0,0,69.5
562,16,0,1,5,5.2,64.2,0,2,0,1,68.7
563,15,0,0,3,4.5,81.0,0,0,0,1,61.3
564,19,1,1,2,4.2,63.0,0,3,0,4,60.3
565,15,1,1,5,3.4,90.9,0,2,0,4,60.6
566,15,2,0,1,7.1,71.2,0,0,1,1,77.2
567,15,0,1,3,7.5,94.7,0,2,1,4,89.1
568,17,0,0,5,6.2,56.4,0,0,1,0,78.1
569,17,1,0,4,2.7,85.3,0,0,1,3,46.6
570,19,2,1,0,7.4,71.5,0,3,0,1,97.3
571,16,2,0,1,6.6,56.4,0,2,0,5,71.8
572,15,1,0,4,1.4,78.0,0,0,0,4,52.0
573,14,2,1,4,3.1,60.6,0,0,0,3,47.1
574,14,2,0,1,3.0,64.6,1,0,1,0,55.7
575,16,2,0,4,6.0,72.8,0,1,1,4,70.6
576,19,2,1,2,4.4,68.2,0,2,1,5,56.5
577,17,1,1,0,2.5,69.4,0,0,1,1,50.1
578,19,2,0,0,2.2,69.9,0,2,1,2,54.5
579,14,0,0,1,3.9,50.8,1,3,0,5,59.6
580,14,1,1,0,5.5,68.4,1,0,1,3,76.6
581,19,2,1,1,4.3,69.7,0,2,1,0,68.4
582,14,0,1,5,2.5,79.6,1,2,1,5,61.8
583,14,1,0,5,5.1,74.0,0,2,0,1,75.6
584,16,2,1,5,8.0,58.6,0,1,0,4,85.1
585,19,0,1,3,1.8,79.4,0,2,0,0,42.7
586,18,2,0,3,4.5,51.8,0,0,0,4,56.7
587,14,1,1,4,3.3,66.7,0,1,1,2,61.8
588,19,2,0,0,2.1,81.0,0,1,1,2,39.5
589,19,1,1,2,7.1,81.2,0,3,1,1,97.7
590,18,0,1,3,7.7,59.0,1,1,1,5,93.8
591,19,2,0,3,3.1,67.0,0,0,0,2,44.1
592,15,0,1,1,3.1,72.9,1,3,1,2,44.5
593,19,0,0,5,1.2,70.6,0,1,0,2,40.1
594,15,2,1,4,5.1,84.3,0,0,0,2,65.9
595,18,2,0,0,0.7,87.0,1,3,0,1,45.0
596,17,0,1,3,4.2,52.0,0,0,1,5,51.6
597,18,1,0,2,1.6,87.3,0,0,1,0,43.6
598,17,0,0,0,5.5,93.9,0,3,0,2,76.7
599,17,0,1,4,7.5,95.7,0,2,0,4,100.0
600,17,2,0,3,1.2,52.8,1,2,0,3,39.5
601,18,0,0,2,6.3,94.2,0,0,0,4,79.9
602,18,1,1,0,6.7,58.2,0,2,1,3,69.4
603,14,2,0,0,1.8,66.9,0,3,1,4,45.7
604,18,2,1,0,7.4,69.1,0,2,0,3,95.2
605,17,1,1,4,5.2,64.9,0,2,1,0,76.1
606,15,2,1,5,4.5,64.7,1,1,1,1,69.4
607,17,1,0,5,5.5,58.5,1,0,0,0,65.3
608,19,0,0,4,2.7,83.0,0,2,1,0,45.1
609,19,0,0,2,0.7,79.0,1,3,1,0,27.3
610,19,2,1,5,3.8,80.7,0,3,0,0,52.8
611,16,2,1,4,6.1,76.1,0,0,1,4,79.4
612,18,1,1,4,7.4,61.0,0,3,1,0,79.4
613,16,2,0,5,3.7,79.3,0,1,1,4,70.9
614,18,2,0,2,2.5,82.7,1,3,1,2,56.0
615,17,1,1,5,1.5,52.6,0,1,1,0,39.5
616,15,0,1,3,7.5,99.4,0,3,1,5,100.0
617,15,2,1,2,2.2,79.0,0,0,0,0,46.7
618,14,2,0,4,7.3,81.9,0,3,0,2,83.5
619,14,0,0,4,1.9,78.5,0,2,0,2,37.1
620,16,2,0,2,0.6,84.5,0,2,1,0,44.8
621,16,0,1,5,2.2,82.8,0,0,0,2,41.3
622,14,2,1,1,4.2,90.0,0,1,0,0,70.9
623,16,1,1,0,3.1,58.1,1,2,0,0,48.5
624,17,2,1,0,7.3,58.2,0,1,0,1,81.6
625,15,2,0,1,4.6,61.0,0,1,1,0,70.6
626,16,1,0,1,1.4,98.2,0,2,0,3,42.5
627,16,0,1,1,5.2,67.9,0,0,0,3,71.0
628,17,2,0,0,3.4,65.8,0,3,0,4,47.1
629,16,1,0,5,5.6,61.5,0,0,1,1,61.6
630,18,1,1,2,6.4,74.1,1,3,0,5,83.2
631,15,0,1,1,7.9,95.3,0,3,1,5,99.9
632,16,0,0,2,4.8,83.7,0,3,0,2,63.1
633,16,1,1,2,3.3,59.4,0,3,0,2,52.0
634,15,1,0,5,3.8,91.9,1,0,0,2,76.6
635,18,1,0,4,3.5,97.3,0,0,0,5,57.1
636,15,1,1,0,3.9,85.7,0,3,0,1,61.5
637,15,2,0,0,0.7,79.7,1,0,1,1,41.2
638,18,2,0,3,2.4,83.6,0,2,1,3,59.2
639,19,1,0,4,7.9,86.8,0,0,0,2,99.2
640,18,2,1,2,7.5,93.0,0,2,1,4,94.5
641,19,1,1,2,0.9,82.9,0,0,0,0,33.5
642,19,1,0,2,7.8,76.6,0,2,0,3,86.3
643,16,1,1,1,6.4,59.1,0,2,0,4,83.8
644,18,2,0,3,0.5,68.7,0,0,1,4,21.6
645,15,0,0,4,7.4,54.2,0,0,1,0,84.1
646,16,1,0,2,7.7,86.4,0,1,0,3,97.5
647,17,0,0,5,5.2,99.6,0,2,1,4,86.8
648,19,1,1,0,6.4,54.8,0,2,0,5,65.7
649,19,2,1,4,3.0,72.0,0,1,0,1,55.1
650,16,1,1,2,4.8,85.0,0,0,1,5,74.7
651,17,0,0,0,6.0,51.5,0,0,1,5,75.2
652,15,2,1,1,4.7,72.0,0,2,0,1,76.4
653,18,2,0,1,2.8,89.7,0,1,0,2,61.8
654,17,1,1,3,5.4,64.7,0,1,1,2,71.9
655,17,0,0,3,6.8,83.0,0,2,0,3,81.3
656,18,1,0,1,6.8,80.4,0,2,0,0,86.0
657,17,2,1,4,1.5,85.0,1,2,1,5,51.1
658,14,1,1,0,3.8,62.0,0,3,1,3,64.3
659,15,0,0,3,0.8,58.4,1,1,1,0,23.9
660,15,0,0,2,5.2,50.8,0,0,1,2,53.0
661,18,2,1,0,2.3,74.0,0,3,1,3,53.4
662,14,1,0,5,7.5,59.3,0,1,0,1,76.8
663,15,2,1,0,5.1,82.6,0,0,1,3,76.9
664,17,1,0,3,3.5,77.5,0,3,1,4,53.9
665,18,0,0,3,6.0,91.7,0,1,1,3,93.7
666,17,1,0,5,2.1,90.1,0,2,0,5,59.3
667,19,2,1,4,1.2,68.1,1,3,1,2,38.7
668,19,1,0,4,1.2,64.8,1,1,0,1,27.7
669,14,1,0,5,4.9,54.1,0,1,0,2,62.7
670,19,1,1,2,7.2,87.8,0,3,0,2,83.6
671,17,1,0,2,2.2,74.8,0,0,1,2,39.2
672,17,0,0,0,6.2,66.8,0,0,0,5,80.2
673,14,0,1,5,0.8,85.2,0,2,1,0,33.5
674,17,0,1,4,3.2,63.7,1,3,0,2,42.8
675,18,2,0,3,5.4,73.9,0,1,1,4,71.7
676,17,1,0,3,6.7,71.8,0,3,0,4,92.0
677,14,2,1,3,7.6,63.5,0,2,0,5,91.2
678,17,0,1,4,5.2,89.5,0,1,1,0,77.6
679,19,0,1,1,4.0,85.4,0,3,1,2,59.6
680,18,2,0,4,1.0,76.0,0,3,0,5,33.2
681,14,2,0,2,2.6,84.6,0,3,0,5,60.8
682,19,1,0,0,7.4,54.5,0,1,1,5,72.2
683,19,0,1,5,4.9,71.5,0,3,0,4,69.1
684,15,2,1,2,3.1,80.0,0,2,0,3,64.9
685,18,0,1,0,2.4,69.7,0,1,1,5,46.1
686,16,1,1,1,1.4,85.7,0,0,0,4,54.1
687,17,1,0,0,6.1,76.1,0,0,0,4,84.0
688,16,2,1,3,3.6,69.1,0,0,0,5,60.5
689,18,0,1,0,7.5,70.8,0,1,0,4,86.7
690,19,0,1,0,3.9,85.8,0,1,1,4,59.0
691,18,0,1,0,6.6,53.3,0,0,0,2,68.9
692,19,0,0,5,1.5,91.9,1,0,0,2,41.9
693,19,1,0,0,1.6,52.9,1,2,0,1,38.4
694,14,2,0,5,2.5,56.6,0,1,0,3,44.4
695,15,0,0,0,1.9,90.5,0,1,0,1,53.3
696,18,1,0,4,7.8,68.7,0,3,1,1,86.4
697,17,0,0,5,6.6,73.0,0,3,0,2,76.9
698,14,0,1,0,3.1,68.6,1,2,1,3,57.5
699,14,2,0,1,4.4,54.7,1,2,0,4,51.7
700,17,0,0,1,4.5,80.4,0,1,1,3,60.4
701,17,1,0,4,5.1,84.5,0,1,1,1,74.1
702,15,2,1,1,1.3,59.5,0,3,0,0,38.6
703,15,2,1,4,3.1,87.6,0,0,0,3,50.2
704,14,0,1,3,1.1,55.0,0,2,1,1,26.0
705,17,1,1,4,7.4,88.7,0,2,1,3,98.0
706,14,2,0,5,3.5,85.1,0,2,0,3,60.2
707,17,1,1,2,6.0,95.6,0,1,1,2,76.3
708,16,0,0,0,7.4,90.7,0,3,1,1,99.6
709,16,0,0,4,2.8,92.2,0,3,0,1,53.4
710,18,2,1,2,1.2,97.9,1,1,1,1,44.2
711,17,2,0,4,3.0,92.2,1,2,1,4,60.8
712,18,0,1,5,5.5,89.8,0,1,1,1,88.1
713,18,0,0,3,4.2,59.8,0,1,1,3,56.2
714,19,0,1,0,1.1,87.8,0,2,1,3,35.3
715,18,0,0,0,1.0,81.6,0,1,1,5,39.5
716,17,2,1,2,5.7,98.1,0,3,0,1,82.2
717,16,2,1,0,6.0,86.0,1,1,0,1,74.7
718,15,0,1,1,1.3,63.0,0,3,1,1,28.7
719,17,2,0,4,6.5,58.2,0,3,1,1,77.3
720,14,2,1,2,3.1,64.1,0,1,0,1,60.1
721,19,1,1,5,1.0,74.0,0,0,0,5,45.3
722,19,2,1,2,3.0,82.6,0,1,1,3,63.7
723,14,0,0,5,6.0,60.8,0,1,1,2,67.2
724,18,2,1,1,5.4,61.6,0,1,0,1,69.5
725,14,0,1,5,4.1,65.1,0,1,0,5,51.7
726,18,2,0,2,2.6,90.4,0,2,1,1,55.6
727,14,1,1,3,3.6,68.3,1,3,0,4,60.8
728,16,0,0,1,3.4,53.9,0,0,1,1,43.1
729,17,2,1,4,3.4,77.3,0,0,1,3,65.3
730,18,2,0,1,4.2,50.3,0,2,0,5,58.4
731,16,1,1,4,3.9,83.7,0,1,0,0,68.0
732,19,0,1,2,1.3,92.1,0,3,0,4,54.9
733,18,0,1,0,2.7,58.3,0,3,0,0,40.4
734,15,2,1,1,1.5,92.2,0,1,0,1,57.8
735,18,0,1,1,5.0,84.0,0,0,0,0,71.4
736,18,2,1,0,3.7,54.9,0,0,1,3,49.6
737,16,1,0,0,5.5,61.4,1,2,0,4,75.0
738,18,2,1,2,1.2,61.4,1,0,1,0,41.3
739,19,2,0,0,3.1,60.3,1,1,0,0,53.2
740,18,2,0,2,1.9,66.7,0,2,1,5,39.7
741,18,0,1,5,1.2,95.4,0,3,0,5,55.6
742,17,2,0,0,6.3,61.2,0,0,0,0,80.6
743,15,0,0,1,1.5,96.3,0,3,0,1,49.3
744,18,2,1,2,1.8,77.5,0,1,1,2,43.1
745,16,0,1,5,3.3,75.9,0,3,1,3,57.1
746,17,2,1,1,2.7,83.7,0,2,1,2,62.7
747,15,0,0,0,7.4,90.3,0,3,0,2,100.0
748,15,1,1,3,7.9,97.9,0,2,1,3,93.2
749,14,1,1,4,3.7,50.1,0,3,1,2,53.4
750,19,2,0,2,2.0,69.9,0,0,0,2,43.9
751,14,0,0,0,4.2,59.0,0,0,1,0,50.1
752,14,0,1,4,4.2,57.6,0,3,1,2,46.8
753,19,1,1,3,4.0,57.4,0,2,1,0,53.4
754,17,0,1,1,0.7,85.5,0,1,1,0,34.5
755,16,2,0,3,1.5,52.6,0,1,1,0,28.0
756,18,0,0,4,1.6,91.8,0,1,0,1,51.9
757,16,2,0,5,3.1,87.6,0,2,1,3,59.8
758,14,1,1,4,4.9,70.5,0,2,1,1,61.6
759,18,2,1,4,7.1,71.3,0,2,1,0,93.3
760,15,0,1,3,2.2,83.9,1,1,1,4,51.2
761,17,0,0,4,6.3,50.5,1,0,0,1,62.8
762,19,1,0,5,2.2,69.4,0,3,1,4,39.3
763,19,0,0,5,0.7,59.0,0,1,0,4,38.6
764,16,0,0,5,5.4,59.0,0,1,0,5,66.3
765,18,0,1,4,2.1,77.5,1,2,0,1,52.6
766,17,2,0,3,7.4,62.3,0,2,1,0,94.1
767,16,2,1,2,7.5,68.8,0,3,0,4,84.1
768,14,0,1,2,1.3,85.9,0,2,0,4,35.4
769,16,0,0,3,2.0,81.0,1,2,0,5,50.3
770,17,1,1,0,2.1,66.5,0,2,1,3,33.9
771,19,1,1,1,7.3,52.5,0,2,0,5,77.3
772,14,2,0,0,1.1,51.3,1,2,0,2,23.2
773,18,0,0,2,6.1,74.4,0,0,1,0,85.9
774,19,1,0,0,2.7,71.1,0,2,1,4,41.7
775,19,0,0,3,4.9,89.8,0,1,0,1,82.6
776,16,0,1,0,1.8,54.1,0,2,0,2,34.5
777,14,2,1,0,6.5,92.5,0,2,1,3,88.4
778,15,1,0,2,5.5,60.6,0,0,1,4,58.7
779,19,1,0,2,0.7,67.5,1,2,1,2,37.0
780,19,0,1,4,2.3,93.0,0,0,0,2,59.7
781,17,1,0,1,4.0,91.9,0,0,0,1,72.0
782,14,1,0,1,4.5,75.7,0,2,1,2,59.8
783,14,2,0,3,6.7,54.1,0,3,0,5,74.0
784,16,1,0,4,3.4,79.5,0,2,1,1,65.5
785,17,0,1,1,7.5,88.1,0,0,0,4,85.3
786,14,2,1,1,2.0,63.1,0,3,0,4,46.4
787,18,0,1,1,6.9,59.2,0,3,0,0,83.9
788,17,2,0,1,7.3,74.9,0,3,0,1,97.1
789,14,1,0,4,5.2,87.5,0,3,1,5,78.0
790,14,2,0,1,7.8,75.2,0,0,1,2,88.9
791,16,1,1,4,3.6,62.0,0,3,1,5,44.9
792,18,1,0,2,5.7,93.4,0,1,1,4,90.2
793,18,1,1,2,0.6,93.6,0,0,0,5,43.2
794,16,0,0,4,2.6,82.9,1,3,0,1,50.2
795,15,0,0,3,4.7,53.7,0,3,1,2,66.1
796,19,2,1,2,7.1,61.6,0,2,0,4,85.6
797,16,2,1,3,7.6,80.9,0,0,1,2,84.9
798,15,2,1,4,4.8,89.1,0,3,1,2,77.0
799,16,0,0,4,6.9,73.7,0,1,0,5,91.5
800,14,1,1,3,6.5,65.2,0,1,1,2,73.2
801,15,1,0,3,6.3,94.2,0,1,0,0,82.5
802,17,2,0,1,1.3,69.1,0,2,1,3,47.0
803,19,1,0,2,4.1,95.8,0,0,0,0,75.4
804,18,2,0,5,4.1,76.6,0,3,1,2,71.2
805,18,2,0,3,6.4,80.7,0,3,0,4,80.7
806,17,1,1,4,4.9,56.2,0,3,0,0,70.1
807,14,1,1,0,6.6,63.4,0,1,0,1,80.0
808,16,1,0,3,7.7,98.7,0,1,0,4,100.0
809,19,2,1,4,4.7,85.9,0,0,0,3,67.2
810,14,1,1,4,6.4,73.9,0,1,0,4,71.3
811,19,0,1,1,4.7,76.1,0,0,0,5,68.6
812,18,1,1,5,5.2,54.4,0,2,1,4,73.0
813,15,1,0,1,4.1,89.2,1,2,1,4,66.3
814,18,2,1,4,7.7,53.6,0,2,1,5,91.8
815,19,2,0,4,6.6,69.3,0,0,0,3,71.8
816,14,0,0,1,6.1,70.5,0,2,0,0,71.5
817,14,1,0,2,3.0,80.2,0,1,0,4,51.8
818,17,0,0,0,4.1,70.8,0,0,1,2,58.5
819,19,1,0,4,7.0,98.0,0,1,1,3,96.3
820,14,2,0,3,7.5,89.9,0,1,0,2,100.0
821,17,2,1,1,8.0,98.0,0,2,1,3,100.0
822,14,0,1,2,6.0,75.9,0,0,1,3,70.9
823,17,0,1,4,6.0,65.1,0,1,0,1,64.7
824,17,2,0,2,1.2,99.1,0,1,0,0,53.1
825,14,1,1,3,6.1,54.1,0,0,1,3,74.7
826,18,1,0,2,3.1,96.4,0,1,0,4,53.5
827,19,2,1,5,7.0,54.8,0,1,0,2,69.7
828,19,2,0,2,0.6,90.3,1,1,0,4,48.6
829,14,2,0,0,7.5,89.0,1,2,0,0,97.4
830,15,2,0,4,4.1,83.0,0,3,0,5,65.3
831,15,2,0,3,1.5,89.1,0,1,1,5,39.5
832,16,2,1,5,5.0,54.4,0,3,1,1,57.4
833,14,2,0,5,5.7,68.7,0,1,1,3,77.5
834,19,1,1,2,6.3,66.8,0,0,1,3,78.5
835,18,0,1,2,5.8,99.1,0,2,0,0,86.9
836,18,2,0,5,4.7,73.6,0,1,1,4,73.0
837,15,2,0,3,1.1,52.5,0,0,0,4,34.4
838,14,0,0,5,7.0,63.0,0,1,1,5,76.9
839,19,1,0,2,7.9,92.2,0,2,0,1,100.0
840,15,1,1,5,6.3,94.6,0,0,1,1,90.3
841,17,1,1,5,0.8,96.4,0,2,1,3,37.5
842,19,2,0,2,6.2,57.2,1,2,1,5,72.7
843,14,1,0,2,2.5,84.4,0,1,1,1,52.2
844,14,2,1,3,7.7,70.1,0,2,0,3,95.7
845,14,2,1,0,1.0,86.8,0,3,1,4,51.3
846,14,2,0,4,1.2,91.2,0,2,0,2,40.4
847,14,1,0,1,1.9,63.1,0,3,1,4,44.9
848,18,0,0,1,6.1,75.0,0,1,0,4,79.6
849,17,2,1,1,5.4,66.4,0,3,0,3,77.8
850,19,0,1,2,6.0,72.8,0,3,1,1,68.6
851,18,0,0,4,3.2,64.5,0,2,1,4,55.6
852,19,0,0,1,7.1,67.0,0,3,0,3,93.0
853,15,0,1,3,3.8,63.6,0,3,1,3,57.4
854,15,2,0,4,1.5,64.9,0,2,1,0,34.1
855,19,1,1,0,6.3,78.9,0,2,1,5,85.2
856,15,0,0,4,4.5,80.0,0,0,1,4,58.5
857,14,0,0,4,5.0,96.0,0,1,0,5,79.5
858,18,0,0,5,3.4,69.5,0,0,1,5,52.8
859,18,2,1,1,5.8,82.9,0,3,1,1,71.9
860,19,2,0,0,0.8,98.3,1,2,1,3,53.9
861,19,0,1,3,4.2,73.3,0,3,0,2,62.4
862,14,0,1,5,3.7,89.0,0,0,1,1,72.8
863,18,1,1,0,6.1,98.5,0,0,0,5,83.4
864,19,2,1,0,2.5,89.5,0,1,0,4,52.1
865,18,0,1,0,2.3,54.0,1,3,0,0,49.7
866,18,2,1,1,2.9,59.7,1,1,1,0,48.1
867,19,0,1,1,4.1,64.7,0,0,0,2,56.2
868,16,0,1,1,2.1,84.3,0,0,0,4,55.5
869,14,1,0,4,5.6,83.6,0,2,1,3,69.4
870,16,0,0,0,3.0,56.9,0,0,1,5,52.1
871,15,0,0,4,3.7,72.5,0,1,0,0,51.6
872,14,0,0,0,4.7,71.1,0,3,1,1,56.4
873,14,0,0,4,3.3,84.5,0,2,1,4,70.1
874,18,2,0,4,5.8,63.0,0,1,1,3,65.6
875,17,0,1,3,5.4,61.9,0,0,0,0,75.9
876,17,0,0,5,6.2,79.8,0,1,0,4,81.6
877,18,0,1,0,4.4,54.1,0,1,0,2,50.1
878,17,0,1,2,3.3,83.4,0,0,1,3,60.2
879,17,1,1,3,2.0,72.0,1,0,0,4,38.7
880,14,2,1,5,3.8,76.8,0,0,1,5,52.6
881,19,0,0,3,7.0,90.1,0,2,0,4,88.2
882,16,2,1,4,1.4,59.0,0,2,1,1,34.5
883,14,1,1,3,2.1,60.5,1,2,1,0,44.3
884,18,0,0,0,5.5,95.1,0,1,0,5,78.9
885,18,2,1,2,4.8,87.0,0,2,0,4,69.1
886,14,0,0,4,7.4,63.1,0,1,1,5,83.3
887,15,1,0,1,0.7,86.0,1,0,0,4,38.9
888,14,1,0,4,7.1,72.9,0,0,0,5,92.5
889,15,1,1,0,5.9,80.9,0,2,1,5,71.7
890,14,0,1,1,6.3,89.3,0,0,0,4,77.9
891,18,0,0,4,3.3,52.2,0,0,1,4,47.6
892,17,2,0,2,2.8,80.6,0,0,0,4,56.4
893,19,2,1,4,0.6,66.9,0,0,1,5,27.5
894,18,0,1,2,6.4,75.8,0,2,0,1,75.8
895,17,1,0,1,1.7,68.2,0,0,1,0,48.1
896,17,2,0,0,2.2,97.1,0,2,1,4,50.6
897,14,0,1,1,2.6,79.9,0,1,0,2,55.7
898,14,1,0,3,7.0,92.3,0,2,0,0,97.0
899,17,2,0,5,2.7,62.8,0,0,1,2,48.4
900,14,2,0,0,3.7,68.2,0,3,0,2,54.9
901,14,1,0,0,6.1,89.4,0,2,0,5,91.0
902,15,2,1,3,7.2,61.7,0,1,0,2,81.0
903,19,1,1,0,6.4,100.0,1,3,0,3,83.0
904,16,0,0,4,4.5,83.0,0,2,0,0,59.4
905,18,2,1,5,0.5,94.8,0,0,0,2,50.3
906,16,0,0,0,1.7,55.2,0,2,0,3,42.2
907,15,0,0,5,2.4,70.7,0,3,0,3,55.1
908,16,1,1,3,3.6,66.8,0,0,1,4,50.6
909,14,2,0,1,3.2,98.5,0,2,1,1,60.3
910,18,2,1,0,4.4,57.2,0,3,1,2,59.9
911,15,2,1,1,3.6,87.4,0,1,1,1,71.7
912,16,1,1,0,5.9,81.5,0,3,1,0,87.6
913,19,1,1,0,0.9,92.6,1,0,1,3,40.7
914,17,1,0,3,8.0,98.9,0,2,0,5,100.0
915,16,0,0,2,6.8,90.3,0,0,1,3,88.3
916,17,1,1,1,3.0,62.6,0,3,1,2,42.6
917,18,0,0,4,3.5,91.7,0,0,1,5,57.8
918,15,0,1,4,7.7,76.3,1,0,0,5,93.8
919,17,2,0,5,7.5,82.7,0,2,0,3,84.6
920,19,2,0,3,3.4,64.0,0,3,0,1,54.0
921,17,0,1,1,0.9,90.8,0,0,1,0,33.9
922,16,0,0,2,7.9,72.2,0,0,0,4,86.6
923,14,0,1,3,5.4,90.4,0,3,0,3,87.1
924,15,0,1,4,5.7,71.4,0,3,0,3,82.3
925,19,2,1,4,2.6,80.8,0,1,1,3,56.9
926,17,2,0,4,6.6,55.1,0,0,1,5,66.7
